!EXCLAMATION-POINT	ˌɛkskləˈmeɪʃənˌpɔɪnt
"CLOSE-QUOTE	ˈkloʊzˈkwoʊt
"DOUBLE-QUOTE	ˈdʌbəlˈkwoʊt
KAMM	ˈkæm
KAMMAN	ˈkæmən
KAMMER	ˈkæmɝ
KAMMERER	ˈkæmɝɝ
KAMMERZELL	ˈkæmɝzəl
KAMMEYER	ˈkæmaɪɝ
KAMNEVA	ˌkæmˈneɪvə
KAMP	ˈkæmp
KAMP'S	ˈkæmps
KAMPA	ˈkæmpə
KAMPALA	kəmˈpɑːlə
KAMPE	ˈkæmp
KAMPELMAN	ˈkæmpəlmən
KAMPEN	ˈkæmpən
KAMPER	ˈkæmpɝ
KAMPF	ˈkæmpf
KAMPFER	ˈkæmpfɝ
KAMPHAUS	ˈkæmpˌhaʊs
KAMPMAN	ˈkæmpmən
KAMPMANN	ˈkæmpmən
KAMPS	ˈkæmps
KAMPSCHULTE	ˈkæmpˌʃʊlti
KAMRA	ˈkæmrə
KAMRADT	ˈkæmrət
KAMRAN	ˈkæmrən
KAMRATH	ˈkæmrəθ
KAMSTRA	ˈkæmstrə
KAN	ˈkæn
KANA	ˈkænə
KANADE	kəˈnɑːˌdeɪ
KANADY	ˈkænədi
KANAGY	ˈkænədʒi
KANAI	kəˈnaɪ
KANAK	ˈkænək
KANAN	ˈkeɪnən
KANAREK	ˈkænɝɪk
KANAWA	ˌkɑːˈnɑːwə
KANAWHA	kəˈnɔhə
KANAZAWA	ˌkɑːnɑːˈzɑːwə
KANDA	ˈkændə
KANDAHAR	ˈkændəhɑːr
KANDEL	ˈkændəl
KANDLER	ˈkændlɝ
KANDT	ˈkænt
KANE	ˈkeɪn
KANE'S	ˈkeɪnz
KANEB	ˈkænəb
KANEGSBERG	ˈkænəgzbɝg
KANEKO	kɑːˈneɪkoʊ
KANELL	kəˈnɛl, ˈkænəl
KANEMARU	ˌkænɛˈmɑːruː
KANEMARU'S	ˌkɑːneɪˈmɑːruːz
KANER	ˈkeɪnɝ
KANESHIRO	kɑːneɪˈʃɪroʊ
KANEY	ˈkeɪni
KANG	ˈkæŋ, ˈkɑːŋ
KANGAROO	ˌkæŋgɝˈuː
KANGAROOS	ˌkæŋgɝˈuːz
KANGAS	ˈkæŋgəz
KANGHUA	ˈkæŋhjuːə
KANGYO	ˈkændʒjoʊ
KANIA	kɑːˈniːə
KANIEWSKI	kɑːniːˈɛfski, kɑːniːˈuːski
KANIPE	ˈkænɪp
KANIS	ˈkænɪs
KANITZ	ˈkænɪts
KANJI	ˈkændʒi
KANJORSKI	kənˈdʒɔrski
KANKA	ˈkænkə, ˈkæŋkə
KANKAKEE	ˈkæŋkɪki
KANKAKU	ˌkɑːnˈkɑːkuː
KANN	ˈkæn
KANNAN	ˈkɑːnən
KANNE	ˈkæn
KANNENBERG	ˈkænənbɝg
KANNER	ˈkænɝ
KANNO	ˈkænoʊ
KANO	ˈkɑːnoʊ
KANODE	kəˈnoʊd
KANON	ˈkeɪnən
KANOUSE	kɑːnoʊˈuːseɪ
KANSAI	kænˈsaɪ
KANSALLIS	ˌkænˈsælɪs
KANSAN	ˈkænzən
KANSAN'S	ˈkænzənz
KANSANS	ˈkænzənz
KANSANS'	ˈkænzənz
KANSAS	ˈkænzəs
KANSAS'	ˈkænzəs
KANSAS'S	ˈkænzəsɪz
KANSAS-CITY	ˈkænzəˈsɪti, ˈkænzəsˈsɪti
KANSIAN	ˈkænziːən
KANT	ˈkænt
KANTER	ˈkæntɝ
KANTER'S	ˈkæntɝz
KANTIAN	ˈkæntiːən
KANTLE	ˈkæntəl
KANTNER	ˈkæntnɝ
KANTOLA	kənˈtoʊlə
KANTOR	ˈkæntɝ
KANTOR'S	ˈkæntɝz, ˈkæntɔrz
KANTROWITZ	ˈkæntrəwɪts
KANTZ	ˈkænts
KANZ	ˈkænz
KANZI	ˈkɑːnzi
KANZLER	ˈkænzlɝ
KAO	ˈkaʊ, ˈkeɪˌoʊ
KAOHSIUNG	ˌkeɪˈoʊsiːəŋ
KAOLIN	ˈkaʊlɪn, ˈkeɪoʊlɪn
KAORI	ˈkɔri
KAPAUN	ˈkæpaʊn
KAPFER	ˈkæpfɝ
KAPINOS	ˈkæpɪnoʊz, ˈkæpiːnoʊz
KAPITAN	ˈkæpɪtən
KAPLAIN	ˈkæplən
KAPLAIN'S	ˈkæplənz
KAPLAN	ˈkæplən
KAPLAN'S	ˈkæplənz
KAPLER	ˈkeɪpəlɝ, ˈkeɪplɝ
KAPLIN	ˈkæplɪn
KAPLOW	ˈkæploʊ
KAPLOWITZ	ˈkɑːpləwɪts
KAPNER	ˈkæpnɝ
KAPNICK	ˈkæpnɪk
KAPOOR	kəˈpuːr
KAPOR	ˈkeɪpɝ
KAPOSI	kəˈpoʊsi
KAPOSI'S	kəˈpoʊsiːz
KAPP	ˈkæp
KAPPA	ˈkæpə
KAPPEL	ˈkæpəl
KAPPELER	ˈkæpəlɝ
KAPPELMAN	ˈkæpəlmən
KAPPER	ˈkæpɝ
KAPPES	ˈkæps
KAPPLER	ˈkæplɝ
KAPPUS	ˈkæpəs
KAPRAL	ˈkæprəl
KAPRAYOON	ˈkæprəjuːn
KAPS	ˈkæps
KAPTON	ˈkæptən
KAPTUR	ˈkæptɝ
KAPUR	ˈkæpɝ
KAPUSCINSKI	kəpəsˈtʃɪnski
KAPUSTA	kəˈpʌstə
KARA	ˈkɛrə
KARABAKH	ˈkɛrəbæk
KARABIN	kɑːˈrɑːbiːn
KARACH	ˈkærətʃ
KARACHI	kɑːˈrɑːtʃi
KARADZIC	kɑːˈrɑːdʒɪk
KARADZIC'S	kɑːˈrɑːdʒɪks
KARAFFA	ˈkærəfə
KARAJAN	ˈkɛrədʒən
KARAKOS	ˈkɑːrəˌkɔs
KARAM	ˈkærəm
KARAMI	kɝˈɑːmi
KARAN	ˈkɛrən
KARAN'S	ˈkɛrənz
KARANICKI	ˌkɛrəˈnɪki
KARANITSKI	ˌkɛrəˈnɪtski
KARAOKE	ˌkɛriːˈoʊki
KARAS	ˈkɑːrəz
KARASAWA	ˌkɑːrəˈsɑːwə
KARASEK	kɝˈɑːsɛk
KARASIK	kɝˈɑːsɪk
KARAT	ˈkɛrət
KARATE	kɝˈɑːti
KARATIRM	ˈkɝːətɝm
KARATSU	kɝˈætˈsuː
KARATZ	ˈkɛrəts
KARBAN	ˈkɑːrbən
KARBASSIOUN	ˌkɑːrˈbæsiːˌuːn
KARBER	ˈkɑːrbɝ
KARBOWSKI	kɝˈbɔfski
KARCH	ˈkɑːrk
KARCHER	ˈkɑːrtʃɝ
KARCZ	ˈkɑːrtʃ
KARCZEWSKI	kɝˈtʃɛfski
KARDASHIAN	ˈkɑːdəˌʃeɪn
KARDASHIAN'S	ˈkɑːdəˌʃeɪnz
KARDELL	ˈkɑːrdəl
KARDOS	ˈkɑːrdoʊz
KAREEM	kɝˈiːm
KAREEM'S	kɝˈiːmz
KAREL	ˈkɛrəl
KARELIAN	kɝˈiːliːən
KARELS	ˈkɛrəlz
KAREMA	kəˈrɛmə
KAREMA'S	kəˈrɛməz
KAREN	ˈkɛrən
KAREN'S	ˈkɛrənz
KARENINA	ˌkɛrɛˈniːnə, kəˈrɛnɪnə
KARET	ˈkɛrət
KARG	ˈkɑːrg
KARGER	ˈkɑːrgɝ
KARGES	ˈkɑːrdʒɪz
KARGONAOV	ˈkɑːrgəˌnɔv
KARI	ˈkɛri
KARIBU	ˌkɛˈriːbuː
KARIM	kɝˈiːm
KARIMI	kɑːˈriːmi
KARIN	ˈkɛrɪn
KARINO	ˌkɛˈriːnoʊ
KARIOTIS	ˌkɑːriːˈoʊtɪs
KARIS	ˈkɛriːz
KARL	ˈkɑːrl
KARL'S	ˈkɑːrlz
KARLA	ˈkɑːrlə
KARLE	ˈkɑːrəl
KARLEN	ˈkɑːrlən
KARLHEINZ	ˈkɑːrlˈhaɪnz
KARLIK	ˈkɑːrlɪk
KARLIN	ˈkɑːrlɪn
KARLINE	ˈkɑːrˌlaɪn
KARLOW	ˈkɑːrloʊ
KARLS	ˈkɑːrlz
KARLSEN	ˈkɑːrlsən
KARLSON	ˈkɑːrlsən
KARLSRUHE	ˈkɑːrlzˌruː
KARLSSON	ˈkɑːrlsən
KARMA	ˈkɑːrmə
KARMAN	ˈkɑːrmən
KARN	ˈkɑːrn
KARNAL	ˈkɑːrnəl
KARNER	ˈkɑːrnɝ
KARNES	ˈkɑːrnz
KARNEY	ˈkɑːrni
KARNICKI	kɑːrˈnɪki
KARNOW	ˈkɑːrnoʊ, ˈkɑːrnaʊ
KARNS	ˈkɑːrnz
KARNSUND	ˈkɑːrnsənd
KAROL	ˈkɛrɔl
KAROLINA	ˌkɛrəˈlaɪnə
KAROLINE	ˈkɛrəˌlaɪn
KAROLINSKA	ˌkɛroʊˈlɪnskə
KAROLY	kɝˈoʊli
KAROLYI	kɝˈoʊlji
KAROLYN	ˈkærəlɪn
KARON	ˈkɛrən
KAROS	ˈkɑːroʊs
KAROUN	kɝˈuːn
KAROW	ˈkɑːroʊ
KARP	ˈkɑːrp
KARPATKIN	ˌkɑːrˈpætkɪn
KARPEL	ˈkɑːrpəl
KARPEN	ˈkɑːrpən
KARPF	ˈkɑːrpf
KARPINSKI	kɝˈpɪnski
KARPOV	ˈkɑːrˌpɑːv
KARPOWICZ	ˈkɑːrpəvɪtʃ
KARR	ˈkɑːr
KARRAKER	ˈkɑːrəkɝ
KARRAS	ˈkærəz
KARREN	ˈkærən
KARRER	ˈkɑːrɝ
KARRICK	ˈkærɪk
KARRIKER	ˈkærɪkɝ
KARRY	ˈkɛri
KARSH	ˈkɑːrʃ
KARSHNER	ˈkɑːrʃnɝ
KARSON	ˈkɑːrsən
KARST	ˈkɑːrst
KARSTADT	ˈkɑːrˌstæt
KARSTEN	ˈkɑːrstən
KARSTENS	ˈkɑːrstənz
KARSTETTER	ˈkɑːrstɪtɝ
KARTASASMITA	kɑːrˌtæsəˈsmiːtə
KARTCHNER	ˈkɑːrtʃnɝ
KARTER	ˈkɑːrtɝ
KARTES	ˈkɑːrts
KARUN	kɝˈuːn
KARVONEN	ˈkɑːrvənən
KARWOSKI	kɝˈvaʊski
KARWOWSKI	kɝˈvɔfski
KARY	ˈkɛri
KARYDAKIS	ˌkɛriːˈdækɪs
KARYN	ˈkærɪn
KARYRRHEXIS	ˌkɛriːˈrɛksɪs
KASABIAN	kəˈseɪbiːən
KASAGIC	kəˈsɑːgɪk
KASAL	ˈkeɪsəl
KASBROL	ˈkæzbrɔl
KASBROLS	ˈkæzbrɔlz
KASCH	ˈkæʃ
KASCHAK	ˈkæʃək
KASDORF	ˈkæsdɔrf
KASE	ˈkeɪz
KASEL	ˈkæsəl
KASELL	ˈkæsəl
KASEMAN	ˈkeɪsmən
KASER	ˈkeɪzɝ
KASESE	kəˈsiːzi
KASEY	ˈkæsi
KASH	ˈkæʃ
KASHA	ˈkɑːʃə
KASHIWAGI	ˌkæʃɪˈwægi
KASHIWAHARA	ˌkɑːʃiːwəˈhɑːrə
KASHIWAHARA'S	ˌkɑːʃiːwəˈhɑːrəz
KASHIYAMA	ˌkɑːʃiːˈjɑːmə
KASHMIR	ˈkæʃmɪr, ˈkæʃmiːr
KASHMIRI	kæˈʃmiːri
KASHNER	ˈkæʃnɝ
KASHOGGI	kəˈʃɑːdʒi
KASHUBA	kəˈʃuːbə
KASI	ˈkɑːzi
KASICH	ˈkɑːsɪtʃ
KASICH'S	ˈkɑːsɪtʃɪz
KASICK	ˈkɑːsɪk
KASIK	ˈkɑːsɪk
KASINGA	kəˈsɪŋgə
KASINGA'S	kəˈsɪŋgəz
KASINGER	ˈkæsɪndʒɝ
KASKA	ˈkɑːskə
KASKE	ˈkæski
KASKEL	ˈkæskəl
KASLER	ˈkæsəlɝ, ˈkæslɝ
KASMER	ˈkæsəmɝ
KASMIRA	kəˈsmaɪrə
KASNER	ˈkæsnɝ
KASPAR	ˈkæspɝ
KASPAREK	ˈkæspɝɪk
KASPARIAN	kəˈspɛriːən
KASPAROV	ˈkæspɝɑːv, kəˈspɑːˌrɑːv
KASPER	ˈkæspɝ
KASPEREK	ˈkæspɝɪk
KASPERSKI	kəˈspɝːski
KASPROWICZ	ˈkɑːsprəvɪtʃ
KASPRZAK	ˈkɑːspɝzək
KASPRZYK	ˈkɑːspɝzɪk
KASPUTYS	ˌkæsˈpjuːtɪs
KASRIEL	ˈkæsriːəl
KASS	ˈkæs
KASSA	ˈkæsə
KASSAB	ˈkæsəb
KASSAN	ˈkæsən
KASSAR	ˈkæsɝ
KASSEBAUM	ˈkæsəˌbaʊm, ˈkæsəˌbɑːm
KASSEBAUM'S	ˈkæsəˌbaʊmz, ˈkæsəˌbɑːmz
KASSEL	ˈkæsəl
KASSEM	ˈkæsəm
KASSEN	ˈkæsən
KASSIN	ˈkæsɪn
KASSING	ˈkæsɪŋ
KASSIS	ˈkæsɪs
KASSLER	ˈkæslɝ
KASSNER	ˈkæsnɝ
KASSON	ˈkæsən
KAST	ˈkæst
KASTEL	ˈkeɪstəl
KASTELIC	kəˈstɛlɪk
KASTEN	ˈkæstən
KASTENMEIER	ˈkæstənˌmaɪr
KASTENS	ˈkeɪsənz
KASTER	ˈkæstɝ
KASTL	ˈkæstəl
KASTLE	ˈkæsəl
KASTLER	ˈkæstlɝ
KASTNER	ˈkæstnɝ
KASUN	ˈkɑːsuːn
KASZA	ˈkɑːʃə
KASZUBA	kəˈʃuːbə
KAT	ˈkæt
KATAOKA	kɑːtɑːˈoʊkə
KATARINA	ˌkɑːtɝˈiːnə
KATARINA'S	ˌkɑːtɝˈiːnəz
KATASHIBA	ˌkætəˈʃiːbə
KATAYAMA	kɑːtɑːˈjɑːmə
KATAYAN	ˈkɑːtəjɑːn
KATCHER	ˈkætʃɝ
KATE	ˈkeɪt
KATE'S	ˈkeɪts
KATEN	ˈkeɪtən
KATER	ˈkeɪtɝ
KATES	ˈkeɪts
KATEY	ˈkeɪti
KATH	ˈkæθ
KATHA	ˈkæθə
KATHALENE	kæθəˈliːn
KATHAN	ˈkæθən
KATHARINA	ˌkæθɛˈriːnə
KATHARINE	ˈkæθrɪn
KATHERINE	ˈkæθɝɪn, ˈkæθrɪn
KATHI	ˈkæθi
KATHIE	ˈkæθi
KATHLEEN	kæθˈliːn
KATHLEEN'S	kæθˈliːnz
KATHLENE	ˈkæθˌliːn
KATHLINE	ˈkæθˌlaɪn
KATHMAN	ˈkæθmən
KATHRYN	ˈkæθrɪn
KATHY	ˈkæθi
KATHY'S	ˈkæθiːz
KATI	ˈkeɪti
KATIA	ˈkɑːtiːə
KATIE	ˈkeɪti
KATIE'S	ˈkeɪtiːz
KATJA	ˈkɑːtjə
KATMANDU	ˌkætmænˈduː
KATO	ˈkeɪtoʊ
KATO'S	ˈkeɪtoʊz
KATONA	kɑːˈtoʊnə
KATRAGADDA	ˌkɑːtrəˈgɑːdə
KATRINA	kəˈtriːnə
KATS	ˈkæts
KATSANOS	ˌkætˈsɑːnoʊs
KATSAROS	ˈkætsɝoʊz
KATSUHIKO	ˌkɑːtsuːˈhiːkoʊ
KATSUMI	ˌkɑːtˈsuːmi
KATSUSHI	ˌkætˈsuːʃi
KATT	ˈkæt
KATTNER	ˈkætnɝ
KATUNI	kəˈtuːni
KATY	ˈkeɪti
KATYA	ˈkɑːtjə
KATYDID	ˈkeɪtiːˌdɪd
KATYN	ˈkeɪˌtɪn, ˈkeɪtən, kəˈtiːn
KATYUSHA	kətˈjuːʃə
KATYUSHAS	kətˈjuːʃəz
KATZ	ˈkæts
KATZEN	ˈkætzən
KATZENBACH	ˈkætsənˌbɑːk
KATZENBERG	ˈkætsənbɝg
KATZENBERG'S	ˈkætsənbɝgz
KATZENBERGER	ˈkætzənbɝgɝ
KATZENSTEIN	ˈkætsənstaɪn, ˈkætsənstiːn
KATZER	ˈkætsɝ
KATZIN	ˈkætsɪn
KATZMAN	ˈkætsmən
KAU	ˈkaʊ
KAUAI	ˈkaʊˌaɪ
KAUBLE	ˈkɔbəl
KAUCHER	ˈkaʊkɝ
KAUER	ˈkaʊɝ
KAUFER	ˈkɔfɝ
KAUFFMAN	ˈkɔfmən
KAUFFMANN	ˈkɔfmən
KAUFHOF	ˈkɔfhɔf
KAUFHOLD	ˈkaʊfhoʊld
KAUFMAN	ˈkɔfmən
KAUFMAN'S	ˈkɔfmənz
KAUFMANN	ˈkɔfmən
KAUK	ˈkɔk
KAUL	ˈkɔl
KAUMOGRAPHY	koʊˈmɑːgrəfi
KAUNAKAKAI	ˌkaʊˈnʌkəkaɪ
KAUNDA	ˈkɔndə
KAUP	ˈkɔp
KAUPP	ˈkɔp
KAUPPI	ˈkɔpi
KAUS	ˈkɔz
KAUSCH	ˈkaʊʃ
KAUTH	ˈkɔθ
KAUTZ	ˈkɔts
KAUTZMAN	ˈkaʊtsmən
KAUZLARICH	ˈkaʊzlɝɪk
KAVAN	ˈkeɪvən
KAVANAGH	ˈkævəˌnɔ
KAVANAUGH	ˈkævəˌnɔ
KAVENEY	ˈkævɪni
KAVNER	ˈkævnɝ, ˈkɔvnɝ
KAWA	ˈkɑːwə
KAWAGUCHI	ˌkɑːwɑːˈguːtʃi
KAWAHARA	ˌkɑːwɑːˈhɑːrə
KAWAI	kɑːˈwɑːi
KAWAKAMI	ˌkɑːwɑːˈkɑːmi
KAWAMOTO	kɑːwɑːˈmoʊtoʊ
KAWAMURA	ˌkaʊɑːˈmʊrə
KAWANO	kɑːˈwɑːnoʊ
KAWASAKI	ˌkɑːwɑːˈsɑːki
KAWASHIMA	ˌkɑːwɑːˈʃiːmə
KAWASMI	kəˈwɑːsmi
KAWATE	ˌkɑːˈwɑːˌteɪ
KAWECKI	kɑːˈvɛtski
KAWESKE	kɑːˈvɛski, kəˈwɛski
KAY	ˈkeɪ
KAY'S	ˈkeɪz
KAYA	ˈkɑːjə
KAYAK	ˈkaɪæk
KAYAKER	ˈkaɪækɝ
KAYAKERS	ˈkaɪækɝz
KAYAKING	ˈkaɪˌækɪŋ
KAYAKS	ˈkaɪæks
KAYAPO	ˈkaɪəˌpoʊ
KAYDON	ˈkeɪdən
KAYE	ˈkeɪ
KAYES	ˈkeɪz
KAYLA	ˈkeɪlə
KAYLIE	ˈkeɪli
KAYLOR	ˈkeɪlɝ
KAYLYNN	keɪˈlɪn
KAYNE	ˈkeɪn
KAYO	keɪˈoʊ
KAYPRO	ˈkeɪproʊ
KAYS	ˈkeɪz
KAYSER	ˈkeɪzɝ
KAYSERSBERG	ˈkaɪzɝzbɝg
KAYVON	ˈkeɪvɑːn
KAZAKH	ˈkæzæk
KAZAKHS	ˈkæzæks
KAZAKHSTAN	ˌkɑːzɑːkˈstɑːn, kəˌzækˈstæn
KAZAKHSTAN'S	ˌkɑːzɑːkˈstɑːnz, kəˌzækˈstænz
KAZAKHSTANA	ˌkɑːzɑːkˈstɑːnə, kəˌzækˈstænə
KAZAN	ˈkeɪzən
KAZANJIAN	kəˈzændʒiːən
KAZARIAN	kəˈzɛriːən
KAZARIAN'S	kəˈzɛriːənz
KAZDA	ˈkɑːzdə
KAZEE	ˈkɑːzi
KAZEMPOUR	kəˈzɛmpaʊr
KAZEN	ˈkæzən
KAZIKAEV	ˈkæzɪˌkeɪv
KAZIN	ˈkeɪzɪn
KAZIS	ˈkæzɪs
KAZLAUSKAS	ˈkæzlaʊskəz
KAZMER	ˈkæzmɝ
KAZMIERCZAK	ˈkɑːzmɪrtʃæk
KAZMIERSKI	kəzˈmɪrski
KAZOO	kəˈzuː
KAZUHIKO	ˌkɑːzuːˈhiːkoʊ
KAZUNORI	ˌkæzəˈnoʊˌriː
KAZUO	ˌkɑːˈzuːoʊ
KCAL	ˈkeɪkɑːl
KCOP	ˈkeɪkɔp
KE	ˈkɛ
KEA	ˈkiː
KEACH	ˈkiːtʃ
KEADLE	ˈkiːdəl
KEADY	ˈkiːdi
KEAGAN	ˈkiːgən
KEAGLE	ˈkiːgəl
KEAGY	ˈkiːdʒi
KEAHEY	ˈkiːhi
KEAL	ˈkiːl
KEALEY	ˈkiːli
KEALY	ˈkiːli
KEAN	ˈkiːn
KEAN'S	ˈkiːnz
KEANE	ˈkiːn
KEANEY	ˈkiːni
KEANU	kiːˈɑːnuː, keɪˈɑːnuː
KEAR	ˈkɪr
KEARBY	ˈkɝːbi
KEARFOTT	ˈkɪrfɑːt
KEARLEY	ˈkɝːli
KEARN	ˈkɝːn
KEARNEY	ˈkɝːni
KEARNEY'S	ˈkɝːniːz
KEARNS	ˈkɝːnz
KEARNY	ˈkɝːni
KEARSARGE	ˈkiːrsɑːrdʒ
KEARSE	ˈkɝːs
KEARY	ˈkɪri
KEAS	ˈkiːz
KEASLER	ˈkiːzlɝ
KEASLING	ˈkiːzlɪŋ
KEAST	ˈkiːst
KEATH	ˈkiːθ
KEATHLEY	ˈkiːθli
KEATHLEY'S	ˈkiːθliːz
KEATING	ˈkiːtɪŋ
KEATING'S	ˈkiːtɪŋz
KEATLEY	ˈkiːtli
KEATON	ˈkiːtən
KEATOR	ˈkiːtɝ
KEATS	ˈkiːts
KEATTS	ˈkiːts
KEAVENEY	ˈkiːvɪni
KEAVENY	ˈkiːvɪni
KEAY	ˈkiːi
KEBAB	kəˈbɑːb
KEBAB-N-CURRY	kɪˌbɑːbənˈkɝːi
KEBAB-N-KURRY	kɪˌbɑːbənˈkɝːi
KECK	ˈkɛk
KECKLER	ˈkɛklɝ
KEDAR	ˈkiːdɝ
KEDDY	ˈkɛdi
KEDO	ˈkɛdoʊ
KEDROWSKI	kɪˈdrɔfski
KEDS	ˈkɛdz
KEDZIERSKI	kɪˈdʒɪrski
KEE	ˈkiː
KEE'S	ˈkiːz
KEEBLE	ˈkiːbəl
KEEBLER	ˈkiːblɝ
KEECH	ˈkiːtʃ
KEEDY	ˈkiːdi
KEEF	ˈkiːf
KEEFE	ˈkiːf
KEEFER	ˈkiːfɝ
KEEFFE	ˈkiːf
KEEGALI	ˌkiːˈgɑːli
KEEGALI'S	ˌkiːˈgɑːliːz
KEEGAN	ˈkiːgən
KEEHAN	ˈkiːən
KEEHN	ˈkiːn
KEEHNER	ˈkiːnɝ
KEEL	ˈkiːl
KEELAN	ˈkiːlən
KEELE	ˈkiːl
KEELER	ˈkiːlɝ
KEELEY	ˈkiːli
KEELIN	ˈkiːlɪn
KEELING	ˈkiːlɪŋ
KEELS	ˈkiːlz
KEELSON	ˈkɛlsən
KEELY	ˈkiːli
KEEN	ˈkiːn
KEENA	ˈkiːnə
KEENAN	ˈkiːnən
KEENE	ˈkiːn
KEENELAND	ˈkiːnələnd
KEENER	ˈkiːnɝ
KEENEST	ˈkiːnəst
KEENEY	ˈkiːni
KEENLY	ˈkiːnli
KEENUM	ˈkiːnəm
KEENY	ˈkiːni
KEEP	ˈkiːp
KEEPER	ˈkiːpɝ
KEEPERS	ˈkiːpɝz
KEEPING	ˈkiːpɪŋ
KEEPS	ˈkiːps
KEEPSAKE	ˈkiːpˌseɪk
KEEPSAKES	ˈkiːpˌseɪks
KEERAN	ˈkɪrən
KEES	ˈkiːz
KEESE	ˈkiːz
KEESEE	kiːˈsiː
KEESEY	ˈkiːsi
KEESLER	ˈkiːzlɝ
KEESLING	ˈkiːzlɪŋ
KEETCH	ˈkiːtʃ
KEETER	ˈkiːtɝ
KEETH	ˈkiːθ
KEETON	ˈkiːtən
KEEVER	ˈkiːvɝ
KEEVIL	ˈkiːvəl
KEEZER	ˈkiːzɝ
KEFAUVER	ˈkɛfaʊvɝ
KEFFER	ˈkɛfɝ
KEG	ˈkɛg
KEGEL	ˈkɛdʒəl
KEGG	ˈkɛg
KEGLER	ˈkɛglɝ
KEGLEY	ˈkɛgli
KEGS	ˈkɛgz
KEHL	ˈkɛl
KEHLER	ˈkɛlɝ
KEHM	ˈkɛm
KEHN	ˈkɛn
KEHNE	ˈkɛn
KEHOE	ˈkɛhoʊ
KEHR	ˈkɛr
KEHRER	ˈkɛrɝ
KEHRES	ˈkɛrz
KEICHER	ˈkaɪkɝ
KEIDANREN	ˌkaɪˈdænrən
KEIDEL	ˈkaɪdəl
KEIFER	ˈkiːfɝ
KEIFFER	ˈkiːfɝ
KEIGLEY	ˈkiːgli
KEIICHI	ˌkeɪˈiːtʃi
KEIJI	ˈkiːdʒi
KEIKO	ˈkeɪkoʊ
KEIL	ˈkiːl
KEILLOR	ˈkiːlɝ
KEILLOR'S	ˈkiːlɝz
KEILMAN	ˈkaɪlmən
KEIM	ˈkiːm
KEIMIG	ˈkiːmɪg
KEINATH	ˈkaɪnəθ
KEINER	ˈkiːnɝ
KEIO	ˈkeɪoʊ
KEIPER	ˈkiːpɝ
KEIR	ˈkiːr
KEIRETSU	ˌkɪˈrɛtsuː
KEIRN	ˈkɪrn
KEIRNS	ˈkaɪrnz
KEIRSEY	ˈkɪrsi
KEISEI	ˈkaɪˌseɪ
KEISER	ˈkaɪsɝ
KEISLER	ˈkaɪsəlɝ, ˈkaɪslɝ
KEISLING	ˈkaɪsəlɪŋ, ˈkaɪslɪŋ
KEISTER	ˈkiːɪstɝ
KEISUKE	ˌkeɪˈsuːki
KEITEL	ˈkaɪtəl
KEITER	ˈkiːtɝ
KEITH	ˈkiːθ
KEITH'S	ˈkiːθs
KEITHLEY	ˈkiːθli
KEITHLY	ˈkiːθli
KEITT	ˈkiːt
KEITZ	ˈkiːts
KEIZAI	ˈkiːzeɪ
KEIZER	ˈkaɪzɝ, ˈkiːzɝ
KEKST	ˈkɛkst
KELBAUGH	ˈkɛlˌbɔ
KELBER	ˈkɛlbɝ
KELBERG	ˈkɛlbɝg
KELBERG'S	ˈkɛlbɝgz
KELBY	ˈkɛlbi
KELCEY	ˈkɛlsi
KELCH	ˈkɛltʃ
KELCHNER	ˈkɛlknɝ
KELDA	ˈkɛldə
KELDER	ˈkɛldɝ
KELEHER	ˈkɛlɪhɝ
KELEMAN	ˈkiːlmən
KELEMEN	ˈkiːlmɛn
KELKER	ˈkɛlkɝ
KELL	ˈkɛl
KELLAM	ˈkɛləm
KELLAMS	ˈkɛləmz
KELLAN	ˈkɛlən
KELLAR	ˈkɛlɝ
KELLEHER	ˈkɛlɪhɝ
KELLEMS	ˈkɛlɪmz
KELLEN	ˈkɛlən
KELLENBERGER	ˈkɛlənbɝgɝ
KELLENYI	ˌkɛˈlɛnji
KELLER	ˈkɛlɝ
KELLER'S	ˈkɛlɝz
KELLERMAN	ˈkɛlɝmən
KELLERMANN	ˈkɛlɝmən
KELLETT	ˈkɛlɪt
KELLEY	ˈkɛli, oʊˈkɛli
KELLEY'S	ˈkɛliːz
KELLI	ˈkɛli
KELLI'S	ˈkɛliːz
KELLIE	ˈkɛli
KELLIHER	ˈkɛlɪhɝ
KELLING	ˈkɛlɪŋ
KELLIS	ˈkɛlɪs
KELLISON	ˈkɛlɪsən
KELLMAN	ˈkɛlmən
KELLNER	ˈkɛlnɝ
KELLOGG	ˈkɛlɔg
KELLOGG'S	ˈkɛlɔgz
KELLOGGS	ˈkɛlɔgz
KELLOUGH	ˈkɛlaʊ
KELLOW	ˈkɛloʊ
KELLS	ˈkɛlz
KELLUM	ˈkɛləm
KELLWOOD	ˈkɛlˌwʊd
KELLY	ˈkɛli
KELLY'S	ˈkɛliːz
KELLYANNE	ˈkɛliːˈæn
KELLYS	ˈkɛliːz
KELM	ˈkɛlm
KELMAN	ˈkɛlmən
KELNER	ˈkɛlnɝ
KELNHOFER	ˈkɛlnhəfɝ
KELP	ˈkɛlp
KELPS	ˈkɛlps
KELSALL	ˈkɛlsəl
KELSAY	ˈkɛlseɪ
KELSCH	ˈkɛlʃ
KELSEY	ˈkɛlsi
KELSO	ˈkɛlsoʊ
KELSO'S	ˈkɛlsoʊz
